,Source,Sediment,TotalN,TotalP,huc,gwlfe_endpoint,huc_level
319,Septic Systems,,55.4138379741674,0.0,020401010402,wikisrat,12
320,Point Sources,,219.998309355331,97.3945301454379,020401010402,wikisrat,12
321,Open Land,1591.33796334386,62.3327859512373,2.59232147453861,020401010402,wikisrat,12
322,Medium-Density Mixed,1679.17719435628,40.0651849531794,2.54352087185302,020401010402,wikisrat,12
323,Low-Density Open Space,7481.07379416824,194.047619132246,14.6188614597134,020401010402,wikisrat,12
324,Low-Density Mixed,911.853270466302,24.373713174681,1.7277189749269,020401010402,wikisrat,12
325,High-Density Mixed,260.707156867602,6.67290374885028,0.365045538180585,020401010402,wikisrat,12
326,Hay/Pasture,50104.2696578939,1015.36566955755,279.298089067554,020401010402,wikisrat,12
327,Farm Animals,,2365.50478716377,346.335482480582,020401010402,wikisrat,12
328,Cropland,0.0,0.0,0.0,020401010402,wikisrat,12
329,Barren Areas,15.9053333734451,15.8492913555415,0.355744177854371,020401010402,wikisrat,12
330,Wooded Areas,10777.588091115,739.000808346088,42.8036381217536,020401010403,wikisrat,12
331,Wetlands,136.503106210958,48.2842476583215,2.25531408080812,020401010403,wikisrat,12
332,Subsurface Flow,,9726.26281849067,333.354241056112,020401010403,wikisrat,12
333,Stream Bank Erosion,355097.002969399,278.157884934941,98.8083233052476,020401010403,wikisrat,12
334,Septic Systems,,17.5804673969291,0.0,020401010403,wikisrat,12
335,Point Sources,,7193.26011032142,507.894807149887,020401010403,wikisrat,12
336,Open Land,714.82624720218,15.1313949203908,1.07470874825097,020401010403,wikisrat,12
337,Medium-Density Mixed,609.978581912852,13.4956213225273,1.14878570192095,020401010403,wikisrat,12
338,Low-Density Open Space,3308.91233036962,79.5723890755734,7.29322926181718,020401010403,wikisrat,12
339,Low-Density Mixed,518.708407839078,12.576142837196,1.13303022196324,020401010403,wikisrat,12
340,High-Density Mixed,174.227162802425,3.85587647153349,0.327830519023316,020401010403,wikisrat,12
341,Hay/Pasture,20240.7834242662,222.775639378977,76.3926645091958,020401010403,wikisrat,12
342,Farm Animals,,1457.63818480326,266.98971563505,020401010403,wikisrat,12
343,Cropland,801.810850422021,8.48006544805206,1.60325734450637,020401010403,wikisrat,12
344,Barren Areas,9.58489210867905,5.23106358729156,0.163613650141427,020401010403,wikisrat,12
345,Wooded Areas,11956.3994122774,866.13692065198,50.1811174711268,020401010404,wikisrat,12
346,Wetlands,32.3215139271615,23.0486858098908,1.10209090263187,020401010404,wikisrat,12
347,Subsurface Flow,,11699.3356982654,401.632535389933,020401010404,wikisrat,12
348,Stream Bank Erosion,571425.749268943,460.614207342618,139.070058755367,020401010404,wikisrat,12
349,Septic Systems,,12.8242161963566,0.0,020401010404,wikisrat,12
350,Point Sources,,0.0,0.0,020401010404,wikisrat,12
351,Open Land,277.617946900411,11.3370470582401,0.470119901776552,020401010404,wikisrat,12
352,Medium-Density Mixed,528.529342448962,10.1059926405566,0.915217978933193,020401010404,wikisrat,12
353,Low-Density Open Space,5156.3517595411,113.573069535091,11.10411834063,020401010404,wikisrat,12
354,Low-Density Mixed,288.942691587431,6.36201869193714,0.622469572980751,020401010404,wikisrat,12
355,High-Density Mixed,46.5827421731727,0.891614631058644,0.0805734483721258,020401010404,wikisrat,12
356,Hay/Pasture,20685.2731944847,374.997044501085,125.99706716068,020401010404,wikisrat,12
357,Farm Animals,,853.168412881824,167.544476976304,020401010404,wikisrat,12
358,Cropland,0.0,0.0,0.0,020401010404,wikisrat,12
359,Barren Areas,0.695500675632867,0.582248099777846,0.0178876025100828,020401010404,wikisrat,12
360,Wetlands,174.818053105265,131.660626711021,6.68469413436906,020401010405,wikisrat,12
361,Subsurface Flow,,9526.63169086825,372.762142316764,020401010405,wikisrat,12
362,Stream Bank Erosion,847569.137803399,710.730071556734,235.007132094395,020401010405,wikisrat,12
363,Septic Systems,,73.9428883425216,0.0,020401010405,wikisrat,12
364,Point Sources,,59.3551091373052,104.100161018509,020401010405,wikisrat,12
365,Open Land,378.385111082288,31.6456102192615,0.995182724001542,020401010405,wikisrat,12
366,Medium-Density Mixed,2794.21558605629,53.6787713828458,5.20632640687437,020401010405,wikisrat,12
367,Wooded Areas,4689.65825343437,1113.78207009728,60.662494582085,020401010405,wikisrat,12
368,Low-Density Mixed,1136.79147974216,25.4836936700629,2.6441739754578,020401010405,wikisrat,12
369,High-Density Mixed,398.556195362098,7.66734298857608,0.741400377654089,020401010405,wikisrat,12
370,Hay/Pasture,66301.4217457592,1160.63714536326,453.941981638489,020401010405,wikisrat,12
371,Farm Animals,,1756.35746028228,376.008090231602,020401010405,wikisrat,12
372,Cropland,0.0,0.0,0.0,020401010405,wikisrat,12
373,Barren Areas,2.77591676283994,3.93134268944948,0.125603373122377,020401010405,wikisrat,12
374,Low-Density Open Space,8483.50101193712,190.322000390575,19.7173039543498,020401010405,wikisrat,12
375,Wooded Areas,14289.5774745073,1343.14298172264,73.5135768884992,020401010406,wikisrat,12
376,Wetlands,69.2931558928834,38.0616764478671,1.80613047042212,020401010406,wikisrat,12
377,Subsurface Flow,,15641.3241221755,542.247323302132,020401010406,wikisrat,12
378,Stream Bank Erosion,1121839.11394634,958.351152518127,295.734479086542,020401010406,wikisrat,12
379,Septic Systems,,60.8195536123459,0.0,020401010406,wikisrat,12
380,Point Sources,,155.845258065362,10.6814091796666,020401010406,wikisrat,12
381,Open Land,663.125222696271,26.4240965837149,1.16977397530817,020401010406,wikisrat,12
382,Medium-Density Mixed,2251.35563404591,45.1162684020471,3.94544573237976,020401010406,wikisrat,12
383,Low-Density Open Space,8586.42311483624,200.915798832033,18.9720223313993,020401010406,wikisrat,12
384,Low-Density Mixed,1122.75768556872,26.411670773514,2.46553802494988,020401010406,wikisrat,12
385,High-Density Mixed,303.437254350958,6.00546822790522,0.539361350197819,020401010406,wikisrat,12
386,Hay/Pasture,30835.3411905045,385.941047409751,126.602147758545,020401010406,wikisrat,12
387,Farm Animals,,2119.57453015606,393.298511582914,020401010406,wikisrat,12
388,Cropland,700.0480324234,14.1004191630781,2.22603837751572,020401010406,wikisrat,12
389,Barren Areas,11.9075784588288,4.8195721859107,0.156774639960106,020401010406,wikisrat,12
390,Wooded Areas,9461.7147025539,1347.47510003727,71.3143789586762,020401010501,wikisrat,12
391,Wetlands,153.222741134272,109.257572230125,5.02767040972512,020401010501,wikisrat,12
392,Subsurface Flow,,17201.4640691339,607.329051308602,020401010501,wikisrat,12
393,Stream Bank Erosion,1503000.61524607,1277.51232587524,382.898339674707,020401010501,wikisrat,12
394,Septic Systems,,81.724312835212,0.0,020401010501,wikisrat,12
395,Point Sources,,0.0,0.0,020401010501,wikisrat,12
396,Open Land,1063.58185757898,39.6181020507701,1.79969492593976,020401010501,wikisrat,12
397,Medium-Density Mixed,3183.13302992396,60.6231200371877,5.66237401084394,020401010501,wikisrat,12
398,Low-Density Open Space,12099.1649140857,283.929100673373,27.299736784944,020401010501,wikisrat,12
399,Low-Density Mixed,1908.49171067459,44.20349893676,4.37129423573494,020401010501,wikisrat,12
400,High-Density Mixed,320.071432003534,6.20694966593778,0.557301801454972,020401010501,wikisrat,12
401,Hay/Pasture,87660.9785474822,1890.82350893925,634.512606456225,020401010501,wikisrat,12
402,Farm Animals,,1793.54061509437,347.868548228383,020401010501,wikisrat,12
403,Cropland,1660.83196794101,57.8191952454259,8.31796330794729,020401010501,wikisrat,12
404,Barren Areas,2.57669856838555,3.49455677577201,0.1108607179157,020401010501,wikisrat,12
405,Wooded Areas,5164.89182309616,1057.38373303358,58.7354183212846,020401010502,wikisrat,12
406,Wetlands,86.124632732868,69.9005015075583,3.65568931650346,020401010502,wikisrat,12
407,Subsurface Flow,,14557.1252995026,581.733686832926,020401010502,wikisrat,12
408,Stream Bank Erosion,1250028.13089611,1113.74219246892,310.354967213562,020401010502,wikisrat,12
409,Septic Systems,,74.0627744062112,0.0,020401010502,wikisrat,12
410,Point Sources,,0.0,0.0,020401010502,wikisrat,12
411,Open Land,795.28349633181,43.8738037761619,1.6010270094925,020401010502,wikisrat,12
412,Medium-Density Mixed,2756.75468483579,52.1948483336671,5.23298840149918,020401010502,wikisrat,12
413,Low-Density Open Space,11143.0448950486,248.654372126143,26.5935090292169,020401010502,wikisrat,12
414,Low-Density Mixed,1723.37656153777,38.3890066942474,4.12094612124287,020401010502,wikisrat,12
415,High-Density Mixed,400.399127434649,7.56597225466333,0.761692909176037,020401010502,wikisrat,12
416,Hay/Pasture,86464.5486935938,2651.78984368874,981.410848866686,020401010502,wikisrat,12
417,Farm Animals,,756.565881459281,174.4576221686,020401010502,wikisrat,12
418,Cropland,7077.49337122664,88.4637642603738,15.0343861313001,020401010502,wikisrat,12
419,Barren Areas,0.283336212707395,0.36447760650231,0.0118502655351585,020401010502,wikisrat,12
420,Wetlands,143.247740968007,115.498676344347,5.68526255012839,020401010503,wikisrat,12
421,Subsurface Flow,,12495.1775211576,481.887596967854,020401010503,wikisrat,12
422,Stream Bank Erosion,1079269.72513804,881.550782554644,265.212311700761,020401010503,wikisrat,12
423,Septic Systems,,86.7472589358135,0.0,020401010503,wikisrat,12
424,Point Sources,,0.0,0.0,020401010503,wikisrat,12
425,Open Land,442.959617151706,44.0809572799392,1.24657825538807,020401010503,wikisrat,12
426,Medium-Density Mixed,3313.10965776342,62.2281735888983,5.98094207559948,020401010503,wikisrat,12
427,Wooded Areas,4152.30803140183,1370.82879017504,70.6479060840771,020401010503,wikisrat,12
428,Low-Density Mixed,1791.57942758893,41.4028570972958,4.25793465784947,020401010503,wikisrat,12
429,High-Density Mixed,337.04714284311,6.32455481443279,0.609180543926364,020401010503,wikisrat,12
430,Hay/Pasture,89007.3227459496,2380.13972329954,833.404420100172,020401010503,wikisrat,12
431,Farm Animals,,692.054648311343,148.800238017733,020401010503,wikisrat,12
432,Cropland,5874.25811058077,100.043668958529,15.0954696919925,020401010503,wikisrat,12
433,Barren Areas,1.23461321558092,1.72159207721443,0.0554253147790251,020401010503,wikisrat,12
434,Low-Density Open Space,9317.32904387793,216.55773654715,22.0040288667337,020401010503,wikisrat,12
435,Wooded Areas,2198.37567452038,867.541524541227,44.6759168560325,020401010504,wikisrat,12
436,Wetlands,152.912443209512,127.013326810925,6.23225739328681,020401010504,wikisrat,12
437,Subsurface Flow,,8762.06235562633,342.477410484492,020401010504,wikisrat,12
438,Stream Bank Erosion,869412.390049866,697.14860565464,222.674150323652,020401010504,wikisrat,12
439,Septic Systems,,96.4029301500394,0.0,020401010504,wikisrat,12
440,Point Sources,,0.0,0.0,020401010504,wikisrat,12
441,Open Land,386.655975627052,45.4220100212483,1.23512480340931,020401010504,wikisrat,12
442,Medium-Density Mixed,3563.21000377533,73.1064537914086,7.10068372947371,020401010504,wikisrat,12
443,Low-Density Open Space,8117.17540032943,189.659577668591,19.3143603643964,020401010504,wikisrat,12
444,Low-Density Mixed,1688.1089251662,39.1747005595398,4.0468212492227,020401010504,wikisrat,12
445,High-Density Mixed,926.764191531956,19.0132469121598,1.84676611529174,020401010504,wikisrat,12
446,Hay/Pasture,88129.985401394,2269.34911586907,832.652482022013,020401010504,wikisrat,12
447,Farm Animals,,509.918733543606,111.630535915895,020401010504,wikisrat,12
448,Cropland,14179.4356237246,177.833933647237,31.0414812382727,020401010504,wikisrat,12
449,Barren Areas,5.51113755737064,4.74210782278711,0.155292297901972,020401010504,wikisrat,12
450,Wetlands,72.6728177082204,46.6954637746032,2.48089792106103,020401010505,wikisrat,12
451,Subsurface Flow,,6615.18863891487,275.282311788683,020401010505,wikisrat,12
452,Stream Bank Erosion,583125.304082606,517.9795546241,157.560320798205,020401010505,wikisrat,12
453,Septic Systems,,133.644414129933,0.0,020401010505,wikisrat,12
454,Point Sources,,1969.75860665487,168.533912595569,020401010505,wikisrat,12
455,Open Land,1415.38102840961,34.1412723904609,2.11388927734867,020401010505,wikisrat,12
456,Medium-Density Mixed,4944.5525977152,96.6856531136069,9.72854283949746,020401010505,wikisrat,12
457,Wooded Areas,3567.49893165487,645.831609279649,36.7152462985152,020401010505,wikisrat,12
458,Low-Density Mixed,2048.05127724285,48.0236632124762,5.11701256617947,020401010505,wikisrat,12
459,High-Density Mixed,1001.76041262799,19.5469728754584,1.97560637857363,020401010505,wikisrat,12
460,Hay/Pasture,73351.2529249717,1907.47293268766,745.381519793816,020401010505,wikisrat,12
461,Farm Animals,,382.27316288411,87.9670645961336,020401010505,wikisrat,12
462,Cropland,6566.42242674444,92.3175510300218,16.3170940384171,020401010505,wikisrat,12
463,Barren Areas,5.66854832772095,9.62648396107919,0.319668331017722,020401010505,wikisrat,12
464,Low-Density Open Space,7462.6815398736,175.103063214468,18.6318278297621,020401010505,wikisrat,12
465,Wetlands,87.2261460054798,87.4293584101187,3.92034798002001,020401010506,wikisrat,12
466,Subsurface Flow,,9774.58730994329,327.458363089177,020401010506,wikisrat,12
467,Stream Bank Erosion,881839.237766782,694.152762048746,226.317445534141,020401010506,wikisrat,12
468,Septic Systems,,68.7561922579758,0.0,020401010506,wikisrat,12
469,Point Sources,,0.0,0.0,020401010506,wikisrat,12
470,Open Land,306.316173149325,15.6435625112846,0.564747691252799,020401010506,wikisrat,12
471,Medium-Density Mixed,2484.84490988855,50.6452391213927,4.41959048447093,020401010506,wikisrat,12
472,Wooded Areas,4848.18856805786,830.161420752944,41.359930740418,020401010506,wikisrat,12
473,Low-Density Mixed,1665.30996987699,40.2682593889933,3.79653912396045,020401010506,wikisrat,12
474,High-Density Mixed,401.249216306601,8.10023365326381,0.721864328343155,020401010506,wikisrat,12
475,Hay/Pasture,67276.5051665927,1156.07307008226,374.241639098991,020401010506,wikisrat,12
476,Farm Animals,,1315.04477148234,242.897607791925,020401010506,wikisrat,12
477,Cropland,13632.8287354683,480.265795684492,71.1690551831094,020401010506,wikisrat,12
478,Barren Areas,3.23449215012138,4.56954637076163,0.133831033179577,020401010506,wikisrat,12
479,Low-Density Open Space,8064.3966240048,198.0501953232,18.0409652983343,020401010506,wikisrat,12
480,Wooded Areas,3865.63303923788,839.236345349749,45.5968256620906,020401010601,wikisrat,12
481,Wetlands,115.559402438472,86.1563265461153,4.34318427378529,020401010601,wikisrat,12
482,Subsurface Flow,,7971.42221486128,319.186162466914,020401010601,wikisrat,12
483,Stream Bank Erosion,556579.461805972,468.950380286973,150.937470578196,020401010601,wikisrat,12
484,Septic Systems,,45.0177437974787,0.0,020401010601,wikisrat,12
485,Point Sources,,0.0,0.0,020401010601,wikisrat,12
486,Open Land,520.354483261998,36.7820179128498,1.22843310605421,020401010601,wikisrat,12
487,Medium-Density Mixed,1616.24999688224,32.5215183049591,3.14227664441387,020401010601,wikisrat,12
488,Low-Density Mixed,863.188446341334,19.3829715043675,2.01394232605815,020401010601,wikisrat,12
489,High-Density Mixed,351.691992340594,7.11070109925774,0.680068893005987,020401010601,wikisrat,12
490,Hay/Pasture,126009.928615089,2023.25250992196,760.883218792053,020401010601,wikisrat,12
491,Farm Animals,,1501.47686352319,315.505296586336,020401010601,wikisrat,12
492,Cropland,1365.58765121507,51.9493182519306,7.98584429584371,020401010601,wikisrat,12
493,Barren Areas,19.2173287046946,15.0976973251924,0.487520226729472,020401010601,wikisrat,12
494,Low-Density Open Space,6224.48446018947,139.712884307934,14.5296894673218,020401010601,wikisrat,12
495,Point Sources,,0.0,0.0,020401010602,wikisrat,12
496,Wooded Areas,3405.1072303429,658.759132453823,28.5088842276721,020401010602,wikisrat,12
497,Wetlands,164.121877948884,142.881986584017,5.54700678840632,020401010602,wikisrat,12
498,Subsurface Flow,,8368.88400137923,250.595339298421,020401010602,wikisrat,12
499,Stream Bank Erosion,622133.505054137,449.599192538379,147.913740867675,020401010602,wikisrat,12
500,Septic Systems,,41.3542143200924,0.0,020401010602,wikisrat,12
501,Open Land,345.500811656023,17.9997615679695,0.632005854226738,020401010602,wikisrat,12
502,Hay/Pasture,114084.233369176,2197.7021066338,646.904361218034,020401010602,wikisrat,12
503,Low-Density Open Space,6052.81785870299,151.151823254795,12.2102012432126,020401010602,wikisrat,12
504,Low-Density Mixed,760.57178877553,18.9394157494808,1.53896265144656,020401010602,wikisrat,12
505,High-Density Mixed,301.307925010526,6.78430809715749,0.515005828387691,020401010602,wikisrat,12
506,Medium-Density Mixed,1333.9805436395,29.9133831450547,2.29049749285431,020401010602,wikisrat,12
507,Farm Animals,,1562.70617330151,254.434740439673,020401010602,wikisrat,12
508,Cropland,0.0,0.0,0.0,020401010602,wikisrat,12
509,Barren Areas,1.46880262709253,1.89151613189045,0.0502610927776136,020401010602,wikisrat,12
510,Wooded Areas,7554.54916189055,2702.13154881095,131.551562709216,020401010603,wikisrat,12
