,Source,Sediment,TotalN,TotalP,huc,gwlfe_endpoint,huc_level,huc_run,huc_run_level,huc_run_name,huc_run_states,huc_run_areaacres,land_use_source,closest_weather_stations,stream_layer,weather_source
126,Open Land,1710.21232703391,27.947340126437,2.296345807407,020401010203,wikisrat,12,020401010203,12,East Brook,NY,16028.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
127,Hay/Pasture,140611.109178946,1762.02341187515,640.227862896895,020401010203,wikisrat,12,020401010203,12,East Brook,NY,16028.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
128,Low-Density Open Space,5641.44910375918,131.30859230199,14.0882176462904,020401010203,wikisrat,12,020401010203,12,East Brook,NY,16028.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
129,Barren Areas,0.0629906861456789,0.0616971299145634,0.00208483477811041,020401010203,wikisrat,12,020401010203,12,East Brook,NY,16028.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
130,Cropland,34.390314840615,0.634201872604287,0.105339081850896,020401010203,wikisrat,12,020401010203,12,East Brook,NY,16028.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
131,Farm Animals,,1486.26927942494,316.357401163748,020401010203,wikisrat,12,020401010203,12,East Brook,NY,16028.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
132,Medium-Density Mixed,2252.15031508592,44.8925081769765,4.57536547080098,020401010203,wikisrat,12,020401010203,12,East Brook,NY,16028.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
133,High-Density Mixed,559.774114528863,11.1568413255237,1.13735015109162,020401010203,wikisrat,12,020401010203,12,East Brook,NY,16028.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
134,Low-Density Mixed,1482.28514639109,34.4439376601844,3.70843739311561,020401010203,wikisrat,12,020401010203,12,East Brook,NY,16028.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
135,Wooded Areas,14421.0155591557,690.013579456258,40.0376548362596,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
136,Wetlands,88.7961539899403,29.4136891020732,1.35038433445575,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
137,Subsurface Flow,,28541.366218184,422.729949544331,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
138,Stream Bank Erosion,582434.231942771,534.963553423872,144.802164836537,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
139,Septic Systems,,75.0005386580032,0.0,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
140,Open Land,986.874799506601,15.0420602054993,1.24853231545824,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
141,Medium-Density Mixed,2607.63588421962,58.444672767704,5.14549968738953,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
142,Point Sources,,6.78457936627809,0.446179522815056,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
143,Low-Density Mixed,1980.29622899631,53.7036739233868,4.72757691616623,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
144,High-Density Mixed,888.4610577668,20.0205982413419,1.74095717008205,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
145,Hay/Pasture,71046.6816214948,960.194638654891,270.79117514972,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
146,Farm Animals,,1305.89937206408,218.349555986571,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
147,Cropland,20932.0366583832,326.866681129694,47.6940459999863,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
148,Barren Areas,12.2686360204837,3.21961858164072,0.0963997828268695,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
149,Low-Density Open Space,4165.09526980442,113.363658463996,9.88193289371803,020401010204,wikisrat,12,020401010204,12,Mallory Brook-West Branch Delaware River,NY,14244.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
150,Septic Systems,,253.866298267086,0.0,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
151,Wooded Areas,22160.1235728936,1382.77287850457,81.3527402969014,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
152,Wetlands,108.18018924592,55.4081222717286,2.41855854280085,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
153,Subsurface Flow,,27693.0439022302,790.320133423556,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
154,Stream Bank Erosion,2305975.67867318,2003.57721464696,596.11904156906,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
155,Open Land,1540.99075206457,45.7824842222598,2.43326406811056,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
156,Point Sources,,13269.1729450615,282.695307466819,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
157,Medium-Density Mixed,8099.63309250152,198.915612923486,16.0913642520272,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
158,Low-Density Mixed,4489.90665773803,121.018727638235,10.529598651166,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
159,High-Density Mixed,3769.48400660256,93.4581023357678,7.40280196781523,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
160,Hay/Pasture,172328.534887724,2617.61936143903,820.732107163656,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
161,Farm Animals,,2882.81236960329,503.093165160483,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
162,Cropland,12760.0940691625,134.557360413544,23.1734144292846,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
163,Barren Areas,12.6322856013108,5.17963091672549,0.155005174387049,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
164,Low-Density Open Space,10747.683570271,285.78413851021,25.611448595788,020401010205,wikisrat,12,020401010205,12,Beers Brook-West Branch Delaware River,NY,31350.77,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
165,Wooded Areas,20196.4316098053,2081.31754431122,106.438819656089,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
166,Wetlands,130.99206745917,65.5136077788247,2.80745413952925,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
167,Subsurface Flow,,20682.5871660794,662.238365797756,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
168,Stream Bank Erosion,1774101.35654663,1514.96553839707,483.599536533776,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
169,Septic Systems,,86.0628982540449,0.0,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
170,Point Sources,,275.856475182464,17.3017887950525,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
171,Open Land,1048.08294202197,51.3886112688831,2.07114203366341,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
172,Low-Density Open Space,8857.16305069401,235.109555671258,20.0992397656935,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
173,Low-Density Mixed,2980.39281062411,79.5276669338499,6.72246487872109,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
174,High-Density Mixed,830.712552199415,19.371175577886,1.48501617337215,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
175,Hay/Pasture,133549.421108593,2583.81061773542,848.977040351269,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
176,Farm Animals,,2906.44201298206,488.580239826721,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
177,Cropland,2181.56201789286,28.4103427213242,4.42523067873629,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
178,Barren Areas,45.0827614131098,34.156349519627,1.08114371524623,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
179,Medium-Density Mixed,2873.14160430326,66.0100544392356,5.22746196094376,020401010206,wikisrat,12,020401010206,12,Trout Creek,NY,31688.98,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
180,Wooded Areas,26554.5793784481,1690.44886247115,75.2042877536058,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
181,Wetlands,98.7603334020179,46.9194136037067,1.46865101283673,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
182,Subsurface Flow,,44912.4736838381,705.397647531925,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
183,Stream Bank Erosion,1168391.82588869,875.013926154135,284.915978679616,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
184,Septic Systems,,51.8418044488705,0.0,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
185,Point Sources,,0.0,0.0,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
186,Open Land,2055.99503770611,94.0560757947982,3.55007217305723,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
187,Medium-Density Mixed,1541.26535001987,37.4544031071248,2.36325105288317,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
188,Low-Density Mixed,1392.8002208779,40.5870771236383,2.78229124356763,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
189,Barren Areas,123.473670336287,89.9874844187962,2.12982803390731,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
190,Cropland,0.0,0.0,0.0,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
191,Low-Density Open Space,4522.56806507323,138.437517498226,8.48530703129136,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
192,Hay/Pasture,19614.3612814757,477.169345620769,115.829952275935,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
193,High-Density Mixed,319.973470707537,7.33230241660984,0.523752822577537,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
194,Farm Animals,,3056.47237453839,371.724886169751,020401010207,wikisrat,12,020401010207,12,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
195,Wooded Areas,19922.3490874392,1437.29246584979,98.5506062455381,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
196,Wetlands,105.695733881921,40.1885258321041,2.21142979026008,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
197,Subsurface Flow,,12621.5774837342,508.532506282614,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
198,Stream Bank Erosion,588668.140829448,493.702023875568,199.265274696765,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
199,Septic Systems,,33.8244886344493,0.0,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
200,Open Land,1074.23613862232,31.4362245308975,2.01033354366711,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
201,Point Sources,,0.0,0.0,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
202,Low-Density Mixed,1286.02088239102,29.6560895865944,3.19049527987319,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
203,High-Density Mixed,172.745748977631,3.24918830683717,0.32678781156969,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
204,Hay/Pasture,82963.3178814312,880.451947797399,396.102265476647,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
205,Farm Animals,,1837.80378730693,392.321436890806,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
206,Cropland,9043.25737553135,105.116360410436,23.9930138883438,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
207,Barren Areas,1.16023928973992,0.804918048141897,0.028061180609708,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
208,Low-Density Open Space,5350.52527746681,123.550485657623,13.2545649539607,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
209,Medium-Density Mixed,1263.90971213315,23.7466919976517,2.39389045218133,020401010301,wikisrat,12,020401010301,12,Cold Spring Creek,NY,19689.14,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
210,Open Land,1021.60868384017,32.1980494760457,2.02008261220485,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
211,Wooded Areas,16784.9787840663,1105.18499545924,76.0452054014611,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
212,Wetlands,248.953590962898,77.5334389465906,4.14575413483972,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
213,Subsurface Flow,,49563.9776903321,852.864437828185,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
214,Stream Bank Erosion,890865.256549818,842.388456281279,318.716168168922,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
215,Septic Systems,,19.2789882771687,0.0,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
216,Point Sources,,0.0,0.0,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
217,Medium-Density Mixed,787.445462990056,13.9786418931172,1.33307006012527,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
218,Low-Density Mixed,502.229261520322,10.9569423541018,1.11136631114632,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
219,High-Density Mixed,14.8867089526001,0.259357038026337,0.0257117517321689,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
220,Hay/Pasture,153009.196222455,1337.81318638804,572.389938282419,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
221,Farm Animals,,2769.61241636508,575.895900557751,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
222,Cropland,34997.1132339918,313.972657002532,80.5440885197923,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
223,Barren Areas,16.9169449153481,6.20726798382708,0.22326574510472,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
224,Low-Density Open Space,7739.53446715817,167.441612398738,17.2799300702562,020401010302,wikisrat,12,020401010302,12,Upper Oquaga Creek,NY,22311.83,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
225,Wooded Areas,16915.4993675285,1032.40465242177,77.1736007212254,020401010303,wikisrat,12,020401010303,12,Lower Oquaga Creek,NY,20913.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
226,Wetlands,100.944767765661,42.4215496068652,2.30896363589153,020401010303,wikisrat,12,020401010303,12,Lower Oquaga Creek,NY,20913.46,2019_2019,"4725,14777",nhdhr,NASA_NLDAS_2000_2019
