,Source,Sediment,TotalN,TotalP,gwlfe_endpoint,huc_run,huc_run_level,huc,huc_name,huc_states,huc_areaacres,huc_level,land_use_source,stream_layer,weather_source,closest_weather_stations
124,High-Density Mixed,1429.8944105390253,32.120828116385,3.300963952315448,gwlfe,020401010201,12,020401010201,Platner Brook-West Branch Delaware River,NY,19160.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
125,Low-Density Mixed,1779.0903761684206,41.62312134006773,4.499758111962019,gwlfe,020401010201,12,020401010201,Platner Brook-West Branch Delaware River,NY,19160.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
126,Low-Density Open Space,6172.90448700861,144.4196179829623,15.612797085443974,gwlfe,020401010201,12,020401010201,Platner Brook-West Branch Delaware River,NY,19160.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
127,Medium-Density Mixed,2660.8469900465343,59.772671451359905,6.1426633547435285,gwlfe,020401010201,12,020401010201,Platner Brook-West Branch Delaware River,NY,19160.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
128,Open Land,1194.5135194594413,36.75115027513452,1.9196587221419408,gwlfe,020401010201,12,020401010201,Platner Brook-West Branch Delaware River,NY,19160.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
129,Point Sources,0.0,30389.949069245547,17.369965173844797,gwlfe,020401010201,12,020401010201,Platner Brook-West Branch Delaware River,NY,19160.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
130,Septic Systems,0.0,75.73650876,0.0,gwlfe,020401010201,12,020401010201,Platner Brook-West Branch Delaware River,NY,19160.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
131,Stream Bank Erosion,985397.0,1006.0,264.0,gwlfe,020401010201,12,020401010201,Platner Brook-West Branch Delaware River,NY,19160.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
132,Subsurface Flow,0.0,12430.482755164752,518.4593659196055,gwlfe,020401010201,12,020401010201,Platner Brook-West Branch Delaware River,NY,19160.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
133,Wetlands,132.77942438955327,53.42931354199982,2.9260573026563694,gwlfe,020401010201,12,020401010201,Platner Brook-West Branch Delaware River,NY,19160.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
134,Wooded Areas,12038.94461770612,810.6118640941089,52.99894726343982,gwlfe,020401010201,12,020401010201,Platner Brook-West Branch Delaware River,NY,19160.46,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
135,Barren Areas,2.8452798894743694,1.6137386637850855,0.056523504190482736,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
136,Cropland,12622.15967915056,122.04605279894281,23.593242405454518,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
137,Farm Animals,0.0,1789.2273044344954,384.1270192782948,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
138,Hay/Pasture,130553.22295168269,1662.0119884134078,609.9704385756711,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
139,High-Density Mixed,446.20415718206544,8.628109629262775,0.880141434071182,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
140,Low-Density Mixed,1705.1761101206232,39.40901897766674,4.267133880276397,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
141,Low-Density Open Space,6698.5889638462495,154.81381543700593,16.76294650624204,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
142,Medium-Density Mixed,2300.7401854700247,44.48869027588619,4.538229269429532,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
143,Open Land,1310.8044931969498,34.342607172000676,2.0140214293640453,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
144,Point Sources,0.0,0.0,0.0,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
145,Septic Systems,0.0,58.01094288,0.0,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
146,Stream Bank Erosion,989071.0,968.0,270.0,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
147,Subsurface Flow,0.0,29548.783988288804,664.0937891762305,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
148,Wetlands,84.57444669901055,32.03235371553689,1.7607344897300483,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
149,Wooded Areas,15359.565872166271,1102.5338154307435,71.61636264607145,gwlfe,020401010202,12,020401010202,Bagley Brook-West Branch Delaware River,NY,19284.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
150,Barren Areas,0.0635110599733969,0.06174324007704181,0.002119466576643074,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
151,Cropland,34.39561176482675,0.6342107515548083,0.10537153628407192,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
152,Farm Animals,0.0,1486.9258470566951,319.4421689728555,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
153,Hay/Pasture,141295.50157108827,1762.8018400328365,646.4710187067133,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
154,High-Density Mixed,560.4130638094508,11.15799990199304,1.1399444593588872,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
155,Low-Density Mixed,1486.408608034834,34.4526498683078,3.7290657047649836,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
156,Low-Density Open Space,5667.489108779524,131.36362157871253,14.218458607838938,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
157,Medium-Density Mixed,2254.9954234237425,44.89766627230532,4.586919372182189,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
158,Open Land,1726.7330303559954,27.959558920440955,2.3185285780544835,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
159,Point Sources,0.0,0.0,0.0,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
160,Septic Systems,0.0,59.62235796,0.0,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
161,Stream Bank Erosion,839320.0,831.0,230.0,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
162,Subsurface Flow,0.0,10261.268338571232,445.6729540604281,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
163,Wetlands,47.94837917473037,25.868834279860927,1.4041784944418256,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
164,Wooded Areas,10033.66132908073,859.0312831143428,54.1393782117379,gwlfe,020401010203,12,020401010203,East Brook,NY,16028.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
165,Barren Areas,13.794130149234796,3.254046046753544,0.12191290485199896,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
166,Cropland,23080.344791420564,329.80834818816083,57.87465714897574,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
167,Farm Animals,0.0,1321.3292152640006,283.5652337556953,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
168,Hay/Pasture,81090.02845725483,971.7363412068817,353.4688326745889,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
169,High-Density Mixed,969.0561680620019,20.18107894356868,2.0664575096332807,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
170,Low-Density Mixed,2199.2118470072446,54.220904036835506,5.823202549382453,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
171,Low-Density Open Space,4643.566279318619,114.48572449363981,12.295508062468844,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
172,Medium-Density Mixed,2827.5200520165263,58.88451801342643,6.029526706190259,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
173,Open Land,1290.9629995084194,15.226018014857019,1.633245700217493,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
174,Point Sources,0.0,6.8699862259248015,0.5899988170736,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
175,Septic Systems,0.0,75.73650875999999,0.0,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
176,Stream Bank Erosion,649496.0,665.0,180.0,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
177,Subsurface Flow,0.0,28871.43706939464,544.084958168149,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
178,Wetlands,98.27903203098724,29.688850374423122,1.6505963517102815,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
179,Wooded Areas,16317.157241581182,697.7666984946211,51.3393012895351,gwlfe,020401010204,12,020401010204,Mallory Brook-West Branch Delaware River,NY,14244.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
180,Barren Areas,13.92500862702748,5.225694151310698,0.18836114767477344,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
181,Cropland,13893.828817129763,135.61244559315227,27.423522665367635,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
182,Farm Animals,0.0,2911.5673496761574,625.4441807253725,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
183,Hay/Pasture,192248.73415891896,2643.8096725741484,1021.0745008219479,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
184,High-Density Mixed,4313.173268816827,94.60243110256371,9.711136983395422,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
185,Low-Density Mixed,5018.321904219372,122.25043157473219,13.148863045954133,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
186,Low-Density Open Space,11835.225289431017,288.31578105832847,31.010317675694985,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
187,Medium-Density Mixed,9171.836098101663,201.16928731515753,20.65044717351438,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
188,Open Land,1809.0236717110902,46.12401459141671,2.85649494835617,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
189,Point Sources,0.0,13407.63311817801,356.5192851916608,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
190,Septic Systems,0.0,256.2149977199999,0.0,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
191,Stream Bank Erosion,2560142.0,2467.0,734.0,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
192,Subsurface Flow,0.0,27946.204061822387,963.4775334377372,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
193,Wetlands,121.71879057957301,56.004603712531605,3.062426953720642,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
194,Wooded Areas,24110.124716794864,1393.536398923139,96.08688312969014,gwlfe,020401010205,12,020401010205,Beers Brook-West Branch Delaware River,NY,31350.77,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
195,Barren Areas,47.3989669546575,34.31117920184481,1.1961061393155032,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
196,Cropland,2516.9814971080186,28.77622100797105,5.921771319920223,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
197,Farm Animals,0.0,2939.920175992591,631.3744578841622,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
198,Hay/Pasture,151630.27271179826,2613.5624629650856,1096.9942588070878,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
199,High-Density Mixed,964.1649248334954,19.63235566907,2.0080755502050924,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
200,Low-Density Mixed,3382.116433586335,80.43933728004275,8.677838828929973,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
201,Low-Density Open Space,9993.54970463609,237.68386780926988,25.64146308049301,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
202,Medium-Density Mixed,3280.8389803361993,66.80454359614097,6.833034858336772,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
203,Open Land,1265.5736761204826,51.83019912262525,2.5009307300186165,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
204,Point Sources,0.0,279.849438911944,23.979951921059207,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
205,Septic Systems,0.0,87.01641432,0.0,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
206,Stream Bank Erosion,2003449.0,1936.0,618.0,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
207,Subsurface Flow,0.0,20913.604838230418,848.8463140222934,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
208,Wetlands,148.9626529946498,66.27569198720697,3.6417637246357994,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
209,Wooded Areas,22640.821758502174,2102.8864856394525,134.01923840193157,gwlfe,020401010206,12,020401010206,Trout Creek,NY,31688.98,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
210,Barren Areas,152.22583229387308,91.72131286140142,3.229894781689602,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
211,Cropland,0.0,0.0,0.0,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
212,Farm Animals,0.0,3139.3452704357423,674.7189794098251,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
213,Hay/Pasture,26382.147151995487,490.10726903681433,210.24330114131456,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
214,High-Density Mixed,385.50609303422067,7.457292941294464,0.7607255611731669,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
215,Low-Density Mixed,1770.9996281859083,41.48610504996148,4.484219887189025,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
216,Low-Density Open Space,6068.145934139532,142.1478218716954,15.364712811434478,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
217,Medium-Density Mixed,1980.7037193827202,38.31505683630604,3.9085554694759264,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
218,Open Land,3559.628937933962,96.40928487541503,6.146386254447246,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
219,Point Sources,0.0,0.0,0.0,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
220,Septic Systems,0.0,53.17669763999998,0.0,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
221,Stream Bank Erosion,1513638.0,1468.0,478.0,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
222,Subsurface Flow,0.0,46096.623317738355,1257.05702362602,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
223,Wetlands,132.80412476381457,48.18354215925966,2.676543372041559,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
224,Wooded Areas,34608.828970657196,1731.5465860903178,127.76599163447283,gwlfe,020401010207,12,020401010207,Cannonsville Reservoir-West Branch Delaware River,NY,33805.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
225,Barren Areas,55.02764292305777,44.78065036691641,1.5652498805074668,gwlfe,0204010103,10,0204010103,Lower West Branch Delaware River,"NY,PA",135505.85,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"4725,14777"
