,Source,Sediment,TotalN,TotalP,huc,land_use_source,stream_layer,weather_source
214,High-Density Mixed,15.062558879525104,0.2596334609527592,0.02632428538576916,020401010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
215,Low-Density Mixed,523.481902759226,10.998684642497047,1.2063880778708682,020401010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
216,Low-Density Open Space,7992.927234620118,167.93643784176317,18.42006776606784,020401010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
217,Medium-Density Mixed,813.3781794943555,14.020206891448998,1.4215114108315343,020401010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
218,Open Land,1115.8610290676434,32.3294478554639,2.2064529189233126,020401010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
219,Point Sources,0.0,0.0,0.0,020401010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
220,Septic Systems,0.0,19.33698096,0.0,020401010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
221,Stream Bank Erosion,919018.0,896.0,339.0,020401010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
222,Subsurface Flow,0.0,49660.80754414454,889.5891013700608,020401010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
223,Wetlands,257.1102273517983,77.7627429188705,4.419479169556319,020401010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
224,Wooded Areas,17242.77474581858,1107.9085641332713,80.2209189572017,020401010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
225,Barren Areas,32.56530348011499,11.04921058722856,0.4178124351544636,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
226,Cropland,25891.122628094974,249.3255945487601,70.55366056544847,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
227,Farm Animals,0.0,2500.8821529210663,548.996132349784,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
228,Hay/Pasture,135785.84630214542,1170.733093317509,587.6775927624207,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
229,High-Density Mixed,386.8716063806655,6.9360669017906575,0.7045307068621333,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
230,Low-Density Mixed,2514.8058497281677,58.6640326037303,6.344388222840352,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
231,Low-Density Open Space,8984.654262409735,209.5891619785369,22.66661448035291,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
232,Medium-Density Mixed,5333.301430819175,95.6186365746855,9.712459030313696,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
233,Open Land,1162.1537387838557,18.512225521775424,2.195192451191904,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
234,Point Sources,0.0,0.0,0.0,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
235,Septic Systems,0.0,136.9702818,0.0,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
236,Stream Bank Erosion,830086.0,780.0,341.0,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
237,Subsurface Flow,0.0,20260.40041113326,669.8474605210665,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
238,Wetlands,102.58090602794664,42.483558506318865,2.3844767355597716,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
239,Wooded Areas,17137.171894473275,1033.6271671086542,79.20984348167175,020401010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
240,Barren Areas,30.67722921766718,7.676992909955348,0.297757766508844,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
241,Cropland,70813.03018720061,702.4693043993159,180.25557964999862,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
242,Farm Animals,0.0,1458.2258955945356,316.0920101625754,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
243,Hay/Pasture,173694.34333373475,1450.5036970124918,670.7304935663977,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
244,High-Density Mixed,3341.053470567971,68.63326720961446,7.02284416803904,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
245,Low-Density Mixed,3580.397335181864,90.57187203242056,9.696914922261625,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
246,Low-Density Open Space,5969.744814598102,151.01423467753793,16.16806799791395,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
247,Medium-Density Mixed,10688.760907793627,219.57283533075878,22.467614740718645,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
248,Open Land,1142.2755532275228,17.24175564993718,1.959776400598937,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
249,Point Sources,0.0,1327.31733877649,220.54955780607202,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
250,Septic Systems,0.0,290.0547144,0.0,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
251,Stream Bank Erosion,725631.0,671.0,270.0,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
252,Subsurface Flow,0.0,20045.109528195157,479.746391899557,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
253,Wetlands,66.36267956782713,22.677747497517764,1.2793771720915856,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
254,Wooded Areas,11145.964781968649,592.8511643333377,45.615192819119414,020401010304,2019_2019,nhdhr,NASA_NLDAS_2000_2019
255,Barren Areas,40.54608477069372,12.134686805034917,0.45930250972870246,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
256,Cropland,7209.241882924468,119.61373174449099,26.444056724124263,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
257,Farm Animals,0.0,2480.6689301619904,542.2915891806965,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
258,Hay/Pasture,68756.97738371795,705.3046330004911,334.45837640957444,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
259,High-Density Mixed,447.2544806898443,8.07355165298423,0.8203906162868441,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
260,Low-Density Mixed,1595.1778006494114,35.87588146934042,3.8985084053531005,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
261,Low-Density Open Space,8445.955040000501,189.95129056276969,20.641352143486202,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
262,Medium-Density Mixed,5422.960578364363,97.89181379243378,9.947236222477981,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
263,Open Land,647.9158154446833,22.28232172417632,1.3521759007868541,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
264,Point Sources,0.0,875.4082448379667,75.0298495678512,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
265,Septic Systems,0.0,136.9702818,0.0,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
266,Stream Bank Erosion,1134343.0,1006.0,417.0,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
267,Subsurface Flow,0.0,15803.587296162668,641.439719667779,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
268,Wetlands,164.82563360145886,69.40769228782662,3.864579847798561,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
269,Wooded Areas,16164.53724779457,1333.7390505394028,90.94296663073406,020401010305,2019_2019,nhdhr,NASA_NLDAS_2000_2019
270,Barren Areas,5.865931830337346,2.4270370805359325,0.08781407144240065,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
271,Cropland,0.0,0.0,0.0,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
272,Farm Animals,0.0,1068.5068908321825,229.51208225264912,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
273,Hay/Pasture,42178.52799371257,602.4436589006255,259.7007985029879,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
274,High-Density Mixed,431.20374638822227,8.574996225000646,0.8759866712462128,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
275,Low-Density Mixed,875.7423636877579,20.37870180802994,2.2046111980337506,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
276,Low-Density Open Space,3207.3224163705095,74.63504089283599,8.074177073105703,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
277,Medium-Density Mixed,1751.765219702153,34.835922164065124,3.558695851937739,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
278,Open Land,1619.7373301536945,47.18056053200466,2.937638811837814,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
279,Point Sources,0.0,0.0,0.0,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
280,Septic Systems,0.0,46.73103732,0.0,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
281,Stream Bank Erosion,305909.0,302.0,100.0,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
282,Subsurface Flow,0.0,7270.609629095513,295.10121435740615,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
283,Wetlands,54.7376479708246,15.677080838831989,0.8854483163476778,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
284,Wooded Areas,12990.547211075946,973.5768624263454,65.56072109911088,020401010306,2019_2019,nhdhr,NASA_NLDAS_2000_2019
285,Barren Areas,14.56866346358634,6.936813511119214,0.248790055489236,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
286,Cropland,0.0,0.0,0.0,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
287,Farm Animals,0.0,2552.9847918067644,564.078838534327,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
288,Hay/Pasture,103376.72230295041,1615.8303235355643,731.7231921558176,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
289,High-Density Mixed,1068.5285341615108,20.451676315556487,2.0850068653468536,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
290,Low-Density Mixed,2201.2747237047465,50.105649239409075,5.4361581147240665,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
291,Low-Density Open Space,10172.391170858922,231.5450490774288,25.12122917422338,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
292,Medium-Density Mixed,6073.029263778714,116.23800842639065,11.850228892920725,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
293,Open Land,1354.455608535956,41.00563991177312,2.514586983560352,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
294,Point Sources,0.0,0.0,0.0,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
295,Septic Systems,0.0,159.53009292,0.0,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
296,Stream Bank Erosion,1312232.0,1120.0,433.0,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
297,Subsurface Flow,0.0,15040.657405395923,610.4737417484228,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
298,Wetlands,221.78492449802647,105.98595791273044,5.830967879874399,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
299,Wooded Areas,12865.789340783145,1202.8846195906203,77.97235167655475,020401010307,2019_2019,nhdhr,NASA_NLDAS_2000_2019
300,Barren Areas,11.487364921743755,7.9065999449066435,0.27582195368450046,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
301,Cropland,180.5155651158099,2.9988565076619977,0.5543288954716656,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
302,Farm Animals,0.0,1638.6391110750017,362.43116147180916,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
303,Hay/Pasture,99427.77096442519,1427.9875025189601,590.4836311339956,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
304,High-Density Mixed,345.6268311277669,6.420114033089967,0.6534534222537233,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
305,Low-Density Mixed,1142.434210222701,25.39455984026366,2.7638609380813834,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
306,Low-Density Open Space,6966.693146112772,154.85890076175878,16.854336890337795,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
307,Medium-Density Mixed,2738.4279697046145,50.867057339097435,5.177361730164115,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
308,Open Land,2182.948000715154,57.24898349995386,3.5760092186736583,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
309,Point Sources,0.0,745.7885047208819,108.6797821009472,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
310,Septic Systems,0.0,72.5136786,0.0,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
311,Stream Bank Erosion,802358.0,687.0,237.0,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
312,Subsurface Flow,0.0,8742.985033844687,354.86233372663725,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
313,Wetlands,265.6771377254461,166.73848720165049,9.041907557728285,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
314,Wooded Areas,4515.694658029162,966.1225998580317,55.37310058892089,020401010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
315,Barren Areas,19.85291697001998,16.166313335615598,0.5599989792300712,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
316,Cropland,0.0,0.0,0.0,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
317,Farm Animals,0.0,2411.621521835484,533.6398900135176,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
318,Hay/Pasture,62034.807922061045,1035.1607464611577,430.3474782990265,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
319,High-Density Mixed,360.79025455140976,6.872518150387745,0.7005119437285404,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
320,Low-Density Mixed,1141.2783578527349,24.875465342017336,2.7145796395967423,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
321,Low-Density Open Space,9058.101464741967,197.43166730560228,21.545083756650726,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
322,Medium-Density Mixed,2151.3789252880365,40.98057119305285,4.177126775566482,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
323,Open Land,2445.734069380944,63.55909078433931,3.9841498758343454,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
324,Point Sources,0.0,223.42955203178724,141.02971724049118,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
325,Septic Systems,0.0,56.39952780000001,0.0,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
326,Stream Bank Erosion,1098241.0,934.0,323.0,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
327,Subsurface Flow,0.0,13239.114694933704,537.3523023237797,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
328,Wetlands,307.6513854249511,236.294729505758,12.743687775953038,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
329,Wooded Areas,7764.865101334111,1641.1393213406384,94.12728449109247,020401010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
330,Barren Areas,10.232059425404001,5.261962163199252,0.186689490621661,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
331,Cropland,864.8450610855656,8.538034081579232,1.8683741492211092,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
332,Farm Animals,0.0,1469.9817737967023,322.3508990393943,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
333,Hay/Pasture,22228.21147095674,224.66663317177367,92.27384889756007,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
334,High-Density Mixed,191.7656720233023,3.8894027114869867,0.39776562378044494,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
335,Low-Density Mixed,572.4759344032162,12.688862291180724,1.3815471737583045,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
336,Low-Density Open Space,3619.248604017337,80.22022302439349,8.734275765183588,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
337,Medium-Density Mixed,671.1798520815581,13.612909490204453,1.3921796832315574,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
338,Open Land,861.640048105826,15.258676643062676,1.2954366199718026,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
339,Point Sources,0.0,7258.745446476551,622.1787525539871,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
340,Septic Systems,0.0,17.725565879999994,0.0,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
341,Stream Bank Erosion,389478.0,335.0,119.0,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
342,Subsurface Flow,0.0,9803.680838378288,397.91410461653055,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
343,Wetlands,149.73753252952517,48.68922194679548,2.7178932930169477,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
344,Wooded Areas,11810.861596470715,745.1399035297536,51.46771267907894,020401010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
345,Barren Areas,0.7376431302967966,0.5852940465292505,0.020189429969805,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
346,Cropland,0.0,0.0,0.0,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
347,Farm Animals,0.0,857.6086278704217,188.99282354100347,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
348,Hay/Pasture,21932.176753353215,376.9486726585899,142.1266872554101,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
349,High-Density Mixed,49.46132137006806,0.8963710984553804,0.09114856645233205,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
350,Low-Density Mixed,306.34492280374417,6.395100488545281,0.7020854712928145,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
351,Low-Density Open Space,5468.976474214492,114.16756576866071,12.533874856636823,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
352,Medium-Density Mixed,560.5616421941047,10.15887244916098,1.0330170864597632,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
353,Open Land,313.85080201132274,11.397195630959581,0.5314768366433611,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
354,Point Sources,0.0,0.0,0.0,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
355,Septic Systems,0.0,12.891320639999995,0.0,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
356,Stream Bank Erosion,606116.0,520.0,157.0,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
357,Subsurface Flow,0.0,11760.293363836025,453.10691813338656,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
358,Wetlands,34.35039532117357,23.173578894878258,1.249035067284753,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
359,Wooded Areas,12684.683958846283,870.6918084721278,56.6725568560125,020401010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
360,Barren Areas,2.8716209777380497,3.9435124603366303,0.1343829813964092,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
361,Cropland,0.0,0.0,0.0,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
362,Farm Animals,0.0,1759.1066589367888,389.12744997327616,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
363,Hay/Pasture,67450.15889856163,1162.4538723966589,469.7805455249614,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
364,High-Density Mixed,409.55021962622374,7.686359945290595,0.7828013905608687,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
365,Low-Density Mixed,1166.987195627342,25.54469677488117,2.7859868757135122,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
366,Low-Density Open Space,8716.20180967648,190.7927808386654,20.808474967692344,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
367,Medium-Density Mixed,2866.851537383566,53.80451961703417,5.479609733926082,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
368,Open Land,406.24616106754047,31.748612817266423,1.068459485707518,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
369,Point Sources,0.0,59.44988080512801,107.83978378511362,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
370,Septic Systems,0.0,74.12509367999999,0.0,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
371,Stream Bank Erosion,869023.0,747.0,247.0,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
372,Subsurface Flow,0.0,9543.373372049939,387.34868392438,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
373,Wetlands,180.4626994204607,132.04259521436953,7.121931750785433,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
374,Wooded Areas,4791.455077389329,1115.968840342149,63.31050004039027,020401010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
375,Barren Areas,12.551622004351195,4.842719851191038,0.17417863641110465,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
376,Cropland,731.2472318776831,14.156242172676162,2.4296326749212005,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
377,Farm Animals,0.0,2135.1168039442973,463.4086348566086,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
378,Hay/Pasture,33450.45606633969,388.7803610620744,149.25507649294875,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
379,High-Density Mixed,323.84237486787754,6.04083708495137,0.6150292643132564,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
380,Low-Density Mixed,1216.9104105721508,26.60372331119464,2.9019892836602,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
381,Low-Density Open Space,9252.348558703296,202.2720151754991,22.06425068992694,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
382,Medium-Density Mixed,2435.8578631366445,45.43760068246031,4.626089683747538,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
383,Open Land,761.1599883320589,26.587907007946566,1.3427104186693455,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
384,Point Sources,0.0,157.4696842789488,13.499972933039999,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
385,Septic Systems,0.0,61.23377303999998,0.0,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
386,Stream Bank Erosion,1210642.0,1118.0,345.0,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
387,Subsurface Flow,0.0,15756.977294264649,639.5479019436829,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
388,Wetlands,74.4401245845288,38.30880726359307,2.086591789160885,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
389,Wooded Areas,15418.0848129115,1352.3565909394747,85.74527348162279,020401010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
390,Barren Areas,2.6737080249949017,3.5062247234481596,0.11944396251659643,020401010501,2019_2019,nhdhr,NASA_NLDAS_2000_2019
